class_name,recall@1
T-shirt/top,0.8227272629737854
Trouser,0.9497487545013428
Pullover,0.7025641202926636
Dress,0.8290155529975891
Coat,0.7970296740531921
Sandal,0.900943398475647
Shirt,0.4974619150161743
Sneaker,0.9175257682800293
Bag,0.9508196711540222
Ankle boot,0.9268292784690857
